#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	smtp
#open	2015-02-20-16-38-33
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	helo	mailfrom	rcptto	date	from	to	reply_to	msg_id	in_reply_to	subject	x_originating_ip	first_received	second_received	last_reply	path	user_agent	tls	fuids
#types	time	string	addr	port	addr	port	count	string	string	set[string]	string	string	set[string]	string	string	string	string	addr	string	string	string	vector[addr]	string	bool	vector[string]
1424219010.639655	C9fNti3N7Rd9emqtU3	175.45.176.0	40755	149.171.126.18	25	1	VMkjWvlPXbFrQwDOIEPRnoAicnRvidEmD	JTU9WYOcE@VMkjWvlPXbFrQwDOIEPRnoAicnRvidEmD.net	ptWh1wrBGlI00dqMl43Uq7WMxCIjM@yNJzEwGGFytcStteEyKvuzZdVUre.edu	Tue, 17 Feb 2015 09:24:08 +1100	kAGrBh5mI6AsyfSxIiJEt0ya@VMkjWvlPXbFrQwDOIEPRnoAicnRvidEmD.net	dAFF1MtoqlEcAZUdr95ylG@yNJzEwGGFytcStteEyKvuzZdVUre.us	-	<jqaRxgHCPtEZiY48T0XoOwpIdMK8jZNcmce3FHlTBirb4>	-	pT4kliWw9rdPlOxA1ugTTvQ9QfqBJzFcIvxjfKj6vkGxJ	-	-	-	250 2.6.0 <MAILZxoOMlcNafN99JQPdrMPL0vS@yNJzEwGGFytcStteEyKvuzZdVUre> Queued mail for delivery	149.171.126.18,175.45.176.0	-	F	FGRsOB4AdALs3Daus,Fj2dWSKTE2dM4cFB7
1424219888.835679	C4rExH2g6cVa2OWsg	59.166.0.9	29033	149.171.126.2	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.2,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FhRmKHAYjcsI7DSqf,F0x3s1DV5J6z7n2F2
1424219888.860143	C9tb9NLTbiEwuMSJ2	59.166.0.8	65046	149.171.126.8	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FSCymG1EBTKvzbQm3g,F8PPPsQMKoCH1yn14
1424219888.867627	CTKJZH2LGdFym1cKme	59.166.0.8	39787	149.171.126.9	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FtM8jO2yK48mCbrWm,FoWMHwb0AYEA1Meh7
1424219888.861105	CQjbtd19YIuMFw6FSi	59.166.0.4	11266	149.171.126.1	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.1,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	F7dyku3zvvGu0gDop2,FCE0bI1dgv0HwGgj8j
1424219889.223836	C7hNR93pEhdwA3NDy2	59.166.0.6	27204	149.171.126.9	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.6	Microsoft Outlook Express 6.00.2800.1158	F	FvoUMhPw4YBZD54c1,FePBWV18fHyCl6u2a6
1424219887.623451	Cj2f7m16PbiZ0YeP9i	175.45.176.2	30357	149.171.126.16	25	1	uSNzfvwmcAfIPhbrsFRCiRahQvgpIgXzKh	F@wDkgv.com	MAILER-DAEMON	-	<><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><>(\xf8)4\xbe\xff\xbf	-	-	-	-	AAAAAAAAAAA8\xbe\xff\xbf\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8P\xbe\xff\xbf\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\x01\xa0\xbe\xff\xbf\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xac\xbe\xff\xbf\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xf8\xeb\x02\xeb\x08\xe8\xf9\xff\xff\xff\xcd\x7f\xc3_\xffG\x011\xc0Pj\x01j\x02TY\xb0f1\xdbC\xff\xd7\xba\xf5\xf5\xf5\xb6\xb9\xff\xff\xff\xff1\xcaR\xba\xfd\xff\xf6#\xb9\xff\xff\xff\xfe1\xcaRT^j\x10VPP^TY\xb0fj\x03[\xff\xd7V[1\xc9\xb1\x031\xc0\xb0?I\xff\xd7A\xe2\xf61\xc0Ph//shh/binT[PSTY1\xd2\xb0\x0b\xff\xd7	-	-	-	354 Enter mail, end with "." on a line by itself	149.171.126.16,175.45.176.2	-	F	(empty)
1424219888.867756	CUiZ0A1RdbgpQA8db4	59.166.0.0	55547	149.171.126.9	25	1	client-3ba60006.example.int	<sender@example.com>	<recipient@example.com>	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.0	Microsoft Outlook Express 6.00.2800.1158	F	F73ff23EUIH49sI2P8,F2gGfJatP7cL1nL54
1424219888.860071	CHKig542iakiI37Ts9	59.166.0.9	30765	149.171.126.5	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.5,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FI2YfVvRcloKfYo45,FdONZbHmo2HCREMj
1424219889.100028	CfU5204tIRzsS1PqP5	59.166.0.3	52898	149.171.126.8	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FdSWJ84ord8eGrqlua,Fz8NAdfAjp90eG6Kh
1424219888.864708	CNMW51YiWp4wEFsad	59.166.0.2	13400	149.171.126.0	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	FKHG4w4vBQcuG2pOw,FZtcLc4QEDtvEEWief
1424219888.867544	C4KGG52X3F90ZWjQ36	59.166.0.7	1744	149.171.126.8	25	1	client-3ba60006.example.int	<sender@example.com>	<recipient@example.com>	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	FxxzGIKE96aOKYKUl,F1bDYc47oMtCN6DwK6
1424219892.781850	CISzoa3FiRtLprImA4	59.166.0.9	20733	149.171.126.7	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.7,59.166.0.9	Microsoft Outlook Express 6.00.2800.1158	F	FHN2Pt26tyLNFnquXg,F4DGyf1EzytCVrlK94
1424219889.119825	CT7hSZ1JdRQ2SU14mf	59.166.0.8	18285	149.171.126.0	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.0,59.166.0.8	Microsoft Outlook Express 6.00.2800.1158	F	FluhVtAOte8HBctL7,FJXJlD4dBcnsKTtw7e
1424219889.230043	CJwHTe2xIspV89u7rh	59.166.0.2	17774	149.171.126.9	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.2	Microsoft Outlook Express 6.00.2800.1158	F	Fmv85A2KwvBExwIeMb,FvUPU02SpdGdwAIqJi
1424219896.728477	C84GTdutlvMUUYnR4	59.166.0.4	1154	149.171.126.9	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FPNm0b3eu5Ht2fU4H8,Fq7oCk3P5XlmLiDKv
1424219897.130062	CLqIe81yyWSjpjzyO	59.166.0.7	44212	149.171.126.3	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.3,59.166.0.7	Microsoft Outlook Express 6.00.2800.1158	F	Fn8i012oSFTmL4Z3M1,Fp7gm24zgJ2ivGRDc5
1424219898.228121	CcL79P28GREBEWOaH3	59.166.0.1	57456	149.171.126.4	25	1	client-3ba60006.example.int	<sender@example.com>	<recipient@example.com>	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	F1xBaG3YPXwnnvaObi,Flofi12NJspAPIhFDl
1424219899.428133	CnH6OCmuY4A1i99d	59.166.0.4	37535	149.171.126.6	25	1	client-3ba60006.example.int	<sender@example.com>	<recipient@example.com>	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FVBAuU39UmyyJnca4,FmtJNt435VYDDkrCW6
1424219899.285494	C6TsY81853gzSz2slc	175.45.176.0	21014	149.171.126.15	25	1	XtZV	HTZovu1y68Zg0DpPbxnTV6uWQBbBuPq5@XtZV.net	cHDyXeuO1A6UXs3uZ3im8@iglCfRydJkMvtGyLBzGmZeJHVgdwfeKkt.com	Tue, 17 Feb 2015 09:38:57 +1100	GqOmRkajcxD0BrC9y@XtZV.edu	tdjDwx0D3L1mUP4nPqYTgnC02XUwMqy@iglCfRydJkMvtGyLBzGmZeJHVgdwfeKkt.com	-	<wc0JQ26jDmPWGjJ1eJuOYUt0hWA5KlF3GtGGFFJtIho1aF3S3msgspGW>	-	fJoRNMjqrxdk7fMWma8wR6ymQg2OimVuiY	-	-	-	250 2.6.0 <MAILV4TkcBxINfHBczfYXr0632oN@iglCfRydJkMvtGyLBzGmZeJHVgdwfeKkt> Queued mail for delivery	149.171.126.15,175.45.176.0	-	F	FCyLGd4qrIRi7OWYE6
1424219900.928158	CLnT9D3vstVY5cQfe8	59.166.0.1	15322	149.171.126.6	25	1	client-3ba60006.example.int	<sender@example.com>	<recipient@example.com>	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FNUENn42aQWsGE3Wl6,FpLSgv2zfLRFr99dv8
1424219901.031955	C5R2jW24Ba8NTc08x1	59.166.0.1	40010	149.171.126.6	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.6,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	Fe06cF1XxMQRVSrlRi,FZPPim2WQ2ZNo7Izb4
1424219902.028242	CesxUt3fWCKLagJrTb	59.166.0.3	30717	149.171.126.8	25	1	client-3ba60000.example.int	<sender@example.com>	<recipient@example.com>	Mon Feb 16 23:52:44 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<a1G2aAwj62kOkrOJ@example.com>	-	But it isn't only that Jeeves's judgment about	-	qmail 1083 by uid 1363; Wed Aug 27 14:12:49 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.8,59.166.0.3	Microsoft Outlook Express 6.00.2800.1158	F	FI9QKk2dxDR6WpF91h,FtZPMlaYlYdN5xRyc
1424219903.828338	CRvZkA268D6QOYnPL1	59.166.0.1	3402	149.171.126.4	25	1	client-3ba60006.example.int	<sender@example.com>	<recipient@example.com>	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.4,59.166.0.1	Microsoft Outlook Express 6.00.2800.1158	F	FE96Rg4CjmkybdxmBb,F3PVjB1BqsXskcm6ge
1424219904.528337	CRGcR61Zj2czpihIG	59.166.0.4	9968	149.171.126.9	25	1	client-3ba60006.example.int	<sender@example.com>	<recipient@example.com>	Tue Feb 17 00:33:05 +1100 2015	<sender@example.com>	<recipient@example.com>	-	<ECHcEpBEPkUjDA6q@example.com>	-	You see, the part of town where I	-	qmail 1942 by uid 2780; Tue Apr 22 07:41:52 +1000 2014	-	250 2.6.0 <FESFSEF> Queued mail for delivery	149.171.126.9,59.166.0.4	Microsoft Outlook Express 6.00.2800.1158	F	FTACUk2KxEcNAfmj1j,FXLSoQWOCoRUK7xo2
